,유기번호,품종,나이,체중,특징,특징단어
5645,446483202201064,[개] 믹스견,2022(년생),3(Kg),생후2개월정도보임,생후 2 개월 정도 보임
5646,446483202201063,[개] 믹스견,2022(년생),3(Kg),생후2개월정도보임,생후 2 개월 정도 보임
5647,446483202201062,[개] 믹스견,2022(년생),2(Kg),생후2개월정도보임,생후 2 개월 정도 보임
5648,446483202201061,[개] 믹스견,2022(년생),3(Kg),생후2개월정도보임,생후 2 개월 정도 보임
5649,446483202201060,[개] 풍산견,2017(년생),25(Kg),목대에 빨간색 목줄있음,목대 빨간색 목줄 있음
5650,446483202201059,[개] 믹스견,2017(년생),13(Kg),동네로집으로 매일 출몰,동네 집 매일 출몰
5651,446483202201058,[개] 믹스견,2018(년생),23(Kg),강변아파트주변매일 출몰,강변 아파트 주변 매일 출몰
5652,446482202200602,[개] 믹스견,2021(년생),3.2(Kg),"사상충-음성, 종합백신접종,코로나접종,광견병접종,데피니트,스팟라인",사상충 음성 종합 백신 접종 코로나 접종 광견병 접종 피 니트 라인
5653,446482202200601,[개] 믹스견,2019(년생),6.2(Kg),"사상충-양성, 종합백신접종, 코로나접종, 광견병접종, 데피니트, 스팟라인, 후지파행/부분 및 다리 찰과상",사상충 양 성 종합 백신 접종 코로나 접종 광견병 접종 피 니트 라인 후지 파행 부분 및 다리 찰과상
5654,446482202200600,[기타축종] ,2022(년생),7.3(Kg),흑염소,흑염소
5655,445470202200824,[개] 믹스견,2020(년생),18(Kg),피부질환,피부 질환
5656,445468202201642,[개] 믹스견,2018(년생),10(Kg),파란색상목태을하고있고 발발이개이며순함,파란색 상목 태을 하 발발 개이 순하
5657,445468202201641,[개] 믹스견,2019(년생),7(Kg),발발이개이며 작고사나운편임,발발 개이 작고 사납
5658,445468202201640,[고양이] 한국 고양이,2022(년생),0.8(Kg),생후3개월정도 교통사고로많이다처보이며 순한편임,생후 3 개월 정도 교통 사고 많이 다처 보이 순
5659,445468202201639,[고양이] 한국 고양이,2022(년생),0.5(Kg),생후50일정도 허피스에감염이되여 말라있고심하게아파보임,생후 50 일 정도 허 피스 감염 되 여 말르 심하 아프 보이
5660,445468202201638,[고양이] 한국 고양이,2022(년생),0.4(Kg),생후45일정도 허피스에걸려많이아파보임,생후 45 일 정도 허 피스 걸리 많이 아프 보이
5661,444454202200536,[고양이] 한국 고양이,2022(년생),0.39(Kg),"두마리 같이 구조, 파보음성(0930)",같이 구조 파 보음 0930
5662,444454202200535,[고양이] 한국 고양이,2022(년생),0.3(Kg),"두마리 같이 구조, 파보음성(0930)",같이 구조 파 보음 0930
5663,444454202200534,[개] 믹스견,2021(년생),19(Kg),"백색 믹스견과 같이 구조, 홍역/파보음성(0929), 종합/광견병백신(0929)",백색 믹스 견 같이 구조 홍역 파 보음 0929 종합 광견병 백신 0929
5664,444449202201423,[고양이] 한국 고양이,2022(년생),0.19(Kg),"4마리함께구조,20일령,수유개체",4 마리 함께 구조 20 일령 수유 개체
5665,444449202201422,[고양이] 한국 고양이,2022(년생),0.19(Kg),"4마리함께구조,20일령,수유개체",4 마리 함께 구조 20 일령 수유 개체
5666,444449202201421,[고양이] 한국 고양이,2022(년생),0.19(Kg),"4마리함께구조,20일령,수유개체",4 마리 함께 구조 20 일령 수유 개체
5667,444449202201420,[고양이] 한국 고양이,2022(년생),0.19(Kg),"4마리함께구조,20일령,수유개체",4 마리 함께 구조 20 일령 수유 개체
5668,444449202201414,[고양이] 한국 고양이,2022(년생),0.36(Kg),"3마리 함께구조, 결막염 매우 심함,45일령",3 마리 함께 구조 결막염 매우 심하 45 일령
5669,444449202201413,[고양이] 한국 고양이,2022(년생),0.35(Kg),"3마리 함께구조, 결막염 매우 심함,45일령",3 마리 함께 구조 결막염 매우 심하 45 일령
5670,444449202201412,[고양이] 한국 고양이,2022(년생),0.35(Kg),"3마리 함께구조, 결막염 매우 심함,45일령",3 마리 함께 구조 결막염 매우 심하 45 일령
5671,441560202201220,[개] 믹스견,2019(년생),3.8(Kg),코검정. 친화적. 꼬리단미안됨. 털때탐. 배수술자국. 비숑혼종추정.,코 검정 친화 꼬리 단 미안 터 때 탐 배 수술 자국 비 혼 종 추정
5672,441560202201219,[고양이] 한국 고양이,2020(년생),6.7(Kg),눈풀림. 하관부 출혈. 안면부종. 우측 안면 떨림. ,눈 풀리 하관 부 출혈 안면 부종 우측 안면 떨리
5673,441560202201218,[개] 믹스견,2022(년생),5.8(Kg),코검정. 귀처짐. 친화적. 꼬리단미안됨. 털때탐.,코 검정 귀처 짐 친화 꼬리 단 미안 터 때 탐
5674,441559202201107,[개] 믹스견,2022(년생),2.7(Kg),귀접힘/귀색짙음. 코검정. 코주변/발끝흰털. 꼬리단미안됨. 털상태양호.,귀 접힘 귀 짙 코 검정 코 주변 발끝 희 털 꼬리 단 미안 터 상태 양호
5675,441559202201106,[개] 믹스견,2022(년생),2.2(Kg),코검정. 귀접힘. 순함/친화적. 양발끝흰색. 꼬리단미안됨. 털상태양호.,코 검정 귀 접힘 순 화적 양 발끝 흰색 꼬리 단 미안 터 상태 양호
5676,441559202201105,[개] 믹스견,2022(년생),2.2(Kg),순함/친화적. 귀접힘. 코검정. 꼬리색더짙음/단미안됨. 털상태양호.,순 화적 귀 접힘 코 검정 꼬리 색 더 짙 미안 터 상태 양호
5677,441559202201104,[개] 믹스견,2022(년생),1.8(Kg),순함/친화적. 코검정. 귀접힘. 꼬리단미안됨. 털상태양호.,순 화적 코 검정 귀 접힘 꼬리 단 미안 터 상태 양호
5678,441559202201103,[개] 믹스견,2022(년생),2.4(Kg),순함/친화적. 귀접힘. 꼬리단미안됨. 털상태양호.,순 화적 귀 접힘 꼬리 단 미안 터 상태 양호
5679,441559202201102,[개] 믹스견,2022(년생),2.2(Kg),순함/친화적. 귀접힘. 꼬리단미안됨. 털상태양호.,순 화적 귀 접힘 꼬리 단 미안 터 상태 양호
5680,441417202200954,[개] 믹스견,2017(년생),7(Kg),순한 성격,순 성격
5681,441417202200953,[개] 믹스견,2017(년생),7(Kg),진도믹스. 사나운 편.,진도 믹스 사납
5682,441414202200765,[개] 시베리안 허스키,2020(년생),20(Kg),오른눈사기눈.호흡거침.앞다리강직.뒷다리못씀/양후지마비.척추손상의심.오른뒷다리상처.기력없음.,오르 눈 사기 눈 호흡 거치 앞다리 강직 뒷다리 못 쓰 양 후지 마비 척추 손상 심 오르 뒷다리 상처 기력 없
5683,441409202201404,[개] 믹스견,2021(년생),3.9(Kg),겁많음/건드리면입질. 귀쫑긋. 꼬리단미안됨. 털상태양호.,겁 많 건드리 입질 귀 쫑긋 꼬리 단 미안 터 상태 양호
5684,441394202201987,[개] 이탈리안 그레이 하운드,2020(년생),5.5(Kg),부상견(왼쪽 앞다리 부상),부상 견 왼쪽 앞다리 부상
5685,441392202200227,[개] 도베르만,2021(년생),24(Kg),코검정. 사람좋아함/온순. 꼬리단미안됨. 털상태양호.,코 검정 사람 좋아하 온순 꼬리 단 미안 터 상태 양호
5686,441386202200894,[개] 믹스견,2017(년생),7(Kg),"마이크로칩 있음, 보호자 연락 중",마이크로 칩 있음 보호자 연락 중
5687,441382202200813,[개] 푸들,2015(년생),7.8(Kg),코검정. 친화적. 다리긺. 꼬리단미안됨. 털때탐. ,코 검정 친화 다리 길 꼬리 단 미안 터 때 탐
5688,441382202200812,[개] 시츄,2014(년생),6(Kg),코검정. 얌전/친화적. 꼬리단미안됨. 털때탐. 칩있음. 외이염. 결막염. 피부질환.,코 검정 얌전 화적 꼬리 단 미안 터 때 탐 칩 있음 외이 염 결막염 피부 질환
5689,441374202201086,[개] 비글,2019(년생),8(Kg),순함,순
5690,431370202200934,[고양이] 한국 고양이,2022(년생),0.20(Kg),"1개월 정도의 자묘, 항문탈증상 - 수술후 컨디션 양호 착함",1 개월 정도 자 묘 항문 타 증상 수술 후 컨디션 양호 착하
5691,430365202200483,[개] 믹스견,2020(년생),4.00(Kg),.,
5692,430364202200269,[개] 믹스견,2017(년생),4(Kg),목태,목 태
5693,428355202200683,[개] 푸들,2014(년생),5.5(Kg),"하늘색 목걸이착용,인천지하철1호선 에서 발견",하늘색 목걸이 착용 인천 지하철 1 호 선 발견
5694,428354202201673,[개] 믹스견,2021(년생),22(Kg),"순함,사람과 교류가 적은듯 무서워함",순 사람 교류 적 무서워하
5695,428354202201672,[개] 믹스견,2021(년생),20(Kg),"순함,사람과 교류가 적은듯 무서워함",순 사람 교류 적 무서워하
5696,428354202201662,[고양이] 샴,2019(년생),4.7(Kg),"칩 있음,사람친화적",칩 있음 사람 친화
5697,428354202201661,[고양이] 한국 고양이,2022(년생),0.6(Kg),어미잃은 어린고양이/앞발 피부괴사/,어미 잃 어리 고양이 앞발 피부 괴사
5698,428354202201660,[고양이] 러시안 블루,2017(년생),4.0(Kg),"예후불량,기립불능및호흡빈약,혈토및점액성설사,하복부팽만",예후 불량 기립 불능 및 호흡 빈약 혈 토 및 점액성 설사 하복부 팽만
5699,428350202200118,[개] 믹스견,2018(년생),12.00(Kg),"빨간목줄하고있고,사람을 잘따른 편임. 약간비만임",빨갛 목줄 사람 잘 따르 약간 비만 임
5700,428350202200117,[고양이] 한국 고양이,2022(년생),2.20(Kg),"장염으로설사하고,감기로 기운이 없어 꼼짝못하고 숨어있음",장염 설사 감기 기운 없 꼼짝 못 숨
5701,427342202200573,[고양이] 한국 고양이,2021(년생),3(Kg),"사고추정 기립불가, 상태 매우 나쁨",사고 추정 기립 불가 상태 매우 나쁘
5702,426339202200459,[고양이] 한국 고양이,2020(년생),3(Kg),"사상구-272 노흰&기력소진,노쇠,부상,사람손탐,허약,탈진",사상구 -272 노 희 기력 소진 노쇠 부상 사람 손 탐 허약 탈진
5703,426333202200702,[고양이] 믹스묘,2018(년생),4(Kg),"기립불능, 사고의심, 기력매우 저하, 갈색",기립 불능 사고 심 기력 매우 저하 갈색
5704,426333202200701,[개] 푸들,2021(년생),3.2(Kg),"순함, 회색+검정색",순 회색 검정색
5705,426332202200520,[고양이] 한국 고양이,2022(년생),0.5(Kg),"약간의안질환,어미없이버려짐,기력없음,북구2-237호",약간 안 질환 어미 없이 버리 짐 기력 없 북구
5706,426332202200519,[고양이] 한국 고양이,2022(년생),0.45(Kg),"심각한안질환,영양상태부족,기력없음,북구2-236호",심각 안 질환 영양 상태 부족 기력 없 북구
5707,426330202200456,[개] 치와와,2017(년생),4.8(Kg),노란색 날개달린 하네스 착용,노란색 날개 달리 네스 착용
5708,426329202200832,[고양이] 한국 고양이,2019(년생),2(Kg),기력소진&노쇠&건강상태불량&허약&탈진,기력 소진 노 쇠 건강 상태 불량 허 약 탈진
5709,426329202200831,[고양이] 샴,2019(년생),3(Kg),기력소진&노쇠&건강상태불량&허약&탈진,기력 소진 노 쇠 건강 상태 불량 허 약 탈진
5710,426328202200386,[고양이] 한국 고양이,2022(년생),0.56(Kg),29일 낮부터 무리없이 혼자있었다고 함,29 일 낮 무리 없이 혼자 있 함
5711,426325202200359,[고양이] 한국 고양이,2022(년생),0.3(Kg),"젖먹이,인공수유,탯줄이붙어있음,영양상태부족,중구2-126호",젖먹이 인공 수유 탯줄 붙 있음 영양 상태 부족 중구
5712,411320202200930,[개] 푸들,2022(년생),2.5(Kg),치석없고활달하고온순하며경계심이없음,치석 없 활달 온순 경계심 없
5713,411314202200466,[고양이] 한국 고양이,2022(년생),1(Kg),이갈이하지않은어린고양이로온순한듯이보이나약간의경게심보이고있음,이갈이 어리 고양이 온순 보이 약간 경 게 심보
5714,411310202200472,[개] 믹스견,2021(년생),6.7(Kg),"겁많음, 순함, 유치잔존",겁 많 순 유치 잔존
5715,411308202200564,[개] 말티즈,2016(년생),3.8(Kg),친화적. 털짧음. 코분홍+갈색. 꼬리단미안됨. 털상태양호. 전신피부질환.,친화 터 짧 코 분홍 갈색 꼬리 단 미안 터 상태 양호 전신 피부 질환
5716,411307202200332,[고양이] 한국 고양이,2017(년생),7(Kg),기력없음. 움직임 거의 없음. 식욕없음. 저체온. ,기력 없 움직임 거의 없 식욕 없 저체온
5717,411307202200331,[고양이] 한국 고양이,2022(년생),0.8(Kg),양눈못뜸. 노란콧물심함. 눈곱. 기력없음. 이마부위상처. 털상태양호.,양 눈 못 뜸 노 콧물 심 눈곱 기력 없 이마 부위 상처 터 상태 양호
5718,411302202200551,[고양이] 한국 고양이,2022(년생),1(Kg),유약하고 쇄약함. 예후 좋지않음.,유약 쇠 약 예후 좋
5719,411301202200340,[개] 시츄,2020(년생),6.8(Kg),흰색바탕+빨강/갈색체크무늬목줄착용(방울달림). 순함/사람따름. 눈곱.,흰색 바탕 빨강 갈색 체크무늬 목줄 착용 방울 달리 순 사람 따름 눈곱
5720,469569202200563,[고양이] 한국 고양이,2022(년생),0.26(Kg),1개월 추정,1 개월 추정
5721,469569202200562,[고양이] 벵갈,2021(년생),3.5(Kg),사람을 잘 따름,사람 자
5722,448548202200463,[개] 믹스견,2022(년생),2(Kg),온순,온순
5723,448548202200462,[개] 믹스견,2022(년생),2(Kg),온순,온순
5724,448548202200461,[개] 믹스견,2022(년생),2(Kg),온순,온순
5725,448548202200460,[개] 믹스견,2022(년생),2(Kg),온순,온순
5726,448547202200648,[개] 믹스견,2018(년생),14(Kg),"순함, 초록색 목줄",순 초록색 목줄
5727,448540202200391,[개] 진도견,2012(년생),20.2(Kg),"노견, 전신 피부질환 , 온순함 , 집중케어필요",노견 전신 피부 질환 온순 집중 케어 필요
5728,448540202200390,[개] 믹스견,2021(년생),8.6(Kg),활동적이며 애교많음,활동적 애교 많
5729,448540202200389,[개] 믹스견,2019(년생),8.3(Kg),"관리 필요 , 약간 소심한편이나 호전가능성보임 ",관리 필요 약간 소심 호전 가능성 보임
5730,448540202200388,[개] 믹스견,2021(년생),5.0(Kg),온순하고 애교많음,온순 애교 많
5731,448540202200387,[개] 믹스견,2022(년생),6.0(Kg),"온순 , 애교",온순 애교
5732,448540202200386,[개] 믹스견,2022(년생),1.0(Kg),"어미와 함께 버려진 자견2두중 1두 , 설사, 구토증상 ,온순",어미 함께 버리 자견 2 1 두 설사 구토 증상 온순
5733,448540202200385,[개] 믹스견,2022(년생),1.0(Kg),"어미와 함께 버려진 자견2두중 1두 , 설사, 구토증상 ,온순",어미 함께 버리 자견 2 1 두 설사 구토 증상 온순
5734,448540202200384,[개] 믹스견,2019(년생),8.0(Kg),"자견2두와 함께 버려짐 , 좌측 앞다리 골절의심 ",자견 2 두 함께 버리 짐 좌측 앞다리 골절 심
5735,448540202200383,[개] 말티즈,2019(년생),2.0(Kg),"교통사고 , 입쪽에 피가 묻어있음 , 온순함 ",교통사고 입 피 묻 있음 온순
5736,448540202200382,[개] 믹스견,2022(년생),0.5(Kg),"어미없이 입소함 , 꼬리쪽 부분피부질환 , 집중케어필요",어미 없이 입소 꼬리 부분 피부 질환 집중 케어 필요
5737,448540202200381,[개] 믹스견,2022(년생),0.6(Kg),"어미없이 입소함 , 꼬리쪽 부분피부질환 , 집중케어필요",어미 없이 입소 꼬리 부분 피부 질환 집중 케어 필요
5738,448540202200380,[개] 믹스견,2022(년생),0.5(Kg),"어미없이 입소함 , 꼬리쪽 부분피부질환 , 집중케어필요",어미 없이 입소 꼬리 부분 피부 질환 집중 케어 필요
5739,448540202200379,[개] 믹스견,2022(년생),0.6(Kg),"어미없이 입소함 , 꼬리쪽 부분피부질환 , 집중케어필요",어미 없이 입소 꼬리 부분 피부 질환 집중 케어 필요
5740,448540202200378,[개] 진도견,2019(년생),21.0(Kg),"목줄이 쪼인 상태로 목피부 부분적괴사 , 온순함",목줄 쪼이 상태 목 피부 부분적 괴사 온순
5741,448540202200377,[개] 진도견,2022(년생),16.0(Kg),"철물점 목줄,목걸이 착용된상태, 활동적임 , 구토,설사,전염병감염의심",철물점 목줄 목걸이 착용 상태 활동적 임 구토 설사 전염병 감염 심
5742,448540202200376,[개] 믹스견,2022(년생),6.0(Kg),"온순함, 입양전제임시보호중",온순 입양 전제 임시 보호
5743,448540202200375,[개] 믹스견,2022(년생),0.4(Kg),"자견4두중 1두 , 집중케어필요",자견 4 1 두 집중 케어 필요
5744,448540202200374,[개] 믹스견,2022(년생),0.3(Kg),"자견4두중 1두 , 집중케어필요",자견 4 1 두 집중 케어 필요
5745,448540202200373,[개] 믹스견,2022(년생),0.3(Kg),"자견4두중 1두 , 집중케어필요",자견 4 1 두 집중 케어 필요
5746,448540202200372,[개] 믹스견,2019(년생),4.0(Kg),갓 태어난 자견 4두와 함께 버려짐,갓 태어나 자견 4 두 함께 버리 짐
5747,448537202201156,[개] 믹스견,2022(년생),3(Kg),순함,순
